Province,Year,Region,Regional GDP,Secondary industry value added,Tertiary industry value added from Long,GDP per capita from Long,Industrial value added from Long,Total electricity generation,Population,Hydropower generation from Long,Raw coal production from Long,Non fossil electricity generation,SO2 emissions,Natural gas production from Long,Total apparent CO2 emissions (mt),Total energy consumption
广西,2013,西部地区,14378.0,6863.04,5171.39,26416.0,5749.65,1219.0,4731.0,462.0,640.34,462.0,44.0,0.1,189.7749425466667,9100.37
新疆,2013,西部地区,8360.24,3766.0,3126.0,37181.0,2951.6,1613.0,2285.0,164.0,15576.39,164.0,82.94,283.98,336.3367715533334,13632.0
甘肃省,2013,西部地区,6268.0,2821.0,2567.6,23647.0,2225.2,1195.0,2537.0,356.0,4497.3,356.0,56.2,0.17,181.4664898133333,7286.72
西藏,2013,西部地区,807.67,292.9,427.9,26068.0,63.9,23.0,317.0,14.0,,14.0,0.42,,,
贵州省,2013,西部地区,8079.86,3170.99,3909.53,22385.0,2533.25,1674.0,3632.0,422.0,19117.79,422.0,98.64,0.41,314.2459347866667,9298.54
重庆市,2013,西部地区,13275.82,5988.62,6345.96,44356.0,4775.67,586.13,3011.0,178.0,3941.52,178.0,54.77,50.91,134.28004044,6225.92
陕西省,2013,西部地区,16106.31,8417.95,6224.87,42435.0,7156.94,1493.66,3804.0,71.0,50134.28,71.0,80.62,371.65,482.8362908666666,10610.48
青海省,2013,西部地区,2101.05,680.96,827.63,30005.0,502.02,591.0,571.0,427.0,3020.0,427.0,15.67,68.0,70.83474422666666,3768.16
吉林省,2014,东北地区,13803.8,3804.85,4891.48,37539.0,3065.01,758.0,2641.9,70.0,3100.0,70.0,37.23,22.28,234.9688145733333,8559.8
辽宁省,2014,东北地区,20025.7,9038.8,8984.9,45915.0,7811.3,1607.0,4358.0,19.7,4906.4,19.7,99.5,7.0,520.8065530133333,20585.7
黑龙江,2014,东北地区,12357.1,4872.4,4793.7,33976.0,4527.9,894.0,3608.0,21.0,7059.0,21.0,47.22,35.39,350.3544870733333,11954.9
上海市,2014,东部地区,25964.46,8633.25,17199.25,105700.0,8099.89,808.0,2467.0,0.0,,0.0,18.81,2.12,156.546572718,10639.86
北京市,2014,东部地区,21330.8,4433.0,18333.9,99995.0,3522.8,369.0,2171.0,7.0,457.0,7.0,7.9,12.8,88.97727004509333,6831.2
天津市,2014,东部地区,10749.17,4615.5,5974.85,75725.0,3972.44,612.0,1429.0,0.2,,0.2,20.92,21.15,143.93499226,8145.06
山东省,2014,东部地区,59426.6,28788.1,25840.1,51933.0,20178.23,3738.0,9808.0,5.5,14684.0,5.5,159.0,4.92,997.8307935896967,36511.0
广东省,2014,东部地区,69593.36,31930.37,34624.28,61157.0,29497.8,3805.0,8886.8799,289.0,,289.0,73.01,83.66,500.6484935466667,29593.26
江苏省,2014,东部地区,65088.3,31048.84,30174.27,78711.0,27154.52,4348.0,8281.0,12.0,2019.2,12.0,90.47,0.52,621.0711742733333,29863.03
河北省,2014,东部地区,29421.2,15012.9,10960.8,39984.0,10056.3,2383.0,7383.75,13.0,7345.0,13.0,118.99,0.0,624.58643386,29320.21
浙江省,2014,东部地区,40744.08,19580.72,19436.79,69803.0,16955.25,2913.0,4859.18,203.0,,203.0,57.4,0.0,380.7947016548833,18826.0
海南省,2014,东部地区,3500.7,826.52,1829.34,37166.0,485.94,246.0,936.0,25.0,,25.0,3.26,1.58,58.85284643333333,1819.93
福建省,2014,东部地区,25329.4,13165.07,10308.48,64698.0,10682.19,1870.0,3945.0,413.0,1589.0,413.0,35.6,0.0,229.1551760666666,11794.37
安徽省,2014,中部地区,20848.8,10982.59,9242.11,37580.0,8595.16,2028.0,5997.0,41.0,12804.0,41.0,49.3,0.0,401.79524150701,12011.02
山西省,2014,中部地区,12759.4,6377.96,4980.13,34248.0,5769.17,2643.0,3528.0,34.0,92794.0,34.0,120.82,31.6,1552.00530736,19863.0
江西省,2014,中部地区,15708.6,8238.65,5802.26,34674.0,6930.73,876.0,4480.0,133.0,2814.0,133.0,53.44,0.43,165.4706066333333,8055.4
河南省,2014,中部地区,34611.18,16582.3,14040.66,36020.0,15809.09,2675.0,11102.0,96.0,14416.0,96.0,119.82,4.87,557.5265443733333,22890.0
湖北省,2014,中部地区,27367.0,13007.91,12232.63,48635.0,11174.22,2395.0,5816.0,1385.0,1057.0,1385.0,58.38,1.45,251.82368012138,16320.0
湖南省,2014,中部地区,27048.5,11825.12,11385.15,39181.0,9859.94,1261.0,6611.0,488.0,5554.0,488.0,62.37,0.0,255.9691208133333,15317.0
云南省,2014,西部地区,12814.6,5376.49,6657.73,27264.0,4085.03,2550.0,4653.0,2082.0,4741.0,2082.0,63.67,0.02,187.7704337161079,10454.83
内蒙古,2014,西部地区,17769.5,5114.42,5405.77,49585.0,4008.33,3861.0,2449.0,35.0,99391.26,35.0,131.24,15.45,806.0000900000002,18167.46
四川省,2014,西部地区,28536.7,13082.69,12283.9,35563.0,10703.84,3130.0,8139.0,2578.0,7663.0,2578.0,79.64,253.53,298.40235778,19878.7
宁夏,2014,西部地区,2752.1,1113.67,1143.35,36815.0,880.95,1167.0,678.1159,18.0,8563.47,18.0,37.71,0.0,195.2158288072134,5319.4
广西,2014,西部地区,15673.0,7335.6,5925.16,28603.0,6065.34,1298.0,4770.0,631.0,615.0,631.0,43.0,0.16,183.4996136233333,9515.34
新疆,2014,西部地区,9264.1,3829.3,4028.5,40648.0,3211.2,2093.0,2325.0,159.0,14520.0,159.0,85.3,296.7,366.2596650466668,14926.0
甘肃省,2014,西部地区,6835.3,2924.86,3009.61,26427.0,2263.2,1241.0,2531.0,355.0,4753.0,355.0,57.56,0.15,180.4685522933333,7521.45
西藏,2014,西部地区,920.8,310.3,541.3,29252.0,69.7,26.0,325.0,20.0,,20.0,0.43,0.0,,
贵州省,2014,西部地区,9297.48,3582.36,4433.6,25441.0,2840.26,1845.0,3677.0,733.0,18508.0,733.0,92.58,0.4,319.61199394,9708.78
重庆市,2014,西部地区,14911.69,6774.58,7146.36,49262.0,5369.87,644.5,3043.0,241.0,3884.0,241.0,52.69,48.05,139.1161893866667,6603.61
陕西省,2014,西部地区,17635.61,9045.03,7023.73,46221.0,7632.39,1326.0,3827.0,71.0,52008.2,71.0,78.1,410.11,502.0402489513335,11222.46
青海省,2014,西部地区,2301.1,714.81,916.98,32218.0,504.5,596.0,576.0,403.0,1833.0,449.0,15.43,69.0,62.53144357333333,3991.7
吉林省,2015,东北地区,14274.1,3837.76,4909.6,38128.0,3090.7,731.0,2613.0,58.42,2634.0,131.88,36.29,20.31,218.8517627533333,7020.1
辽宁省,2015,东北地区,20210.3,8344.6,9811.9,46482.0,7115.7,1626.8,4338.0,266.53,4635.4,266.53,96.9,5.8,502.3709062932751,21362.5
黑龙江,2015,东北地区,12023.2,3926.9,5384.0,33693.0,3593.9,870.0,3529.0,16.86,6551.0,81.69,45.63,35.82,347.8047143066667,11104.0
上海市,2015,东部地区,27821.63,8408.65,19287.45,113000.0,7888.59,793.0,2458.0,,,,17.08,1.88,161.6468814,10930.53
北京市,2015,东部地区,22968.6,4660.6,18884.7,106497.0,3458.9,421.0,2188.0,6.64,450.0,9.719999999999999,7.1,16.88,83.38630906666667,6802.8
天津市,2015,东部地区,10889.18,4489.59,6237.28,75936.0,3815.09,623.0,1439.0,0.16,,6.470000000000001,18.59,20.54,135.1147562333333,8319.38
山东省,2015,东部地区,63002.3,29485.9,28537.4,56205.0,21156.5,4685.0,9866.0,7.77,14220.0,131.73,153.0,4.57,1052.18414882,39331.6
广东省,2015,东部地区,75820.78,33913.76,38717.26,65456.0,31315.46,3900.21,11678.0,1100.46,,1100.46,67.83,96.57,497.9458497400001,30117.44
江苏省,2015,东部地区,70116.4,33371.77,33931.69,89426.0,28802.63,4351.78,8315.0,256.45,1918.9,256.45,83.51,0.37,634.16123836,30374.14
河北省,2015,东部地区,29806.1,14386.9,11979.8,40255.0,10026.4,2487.2,7345.0,9.98,7437.1,205.63,110.84,10.43,639.3670548866667,31037.0
浙江省,2015,东部地区,44222.0,20606.55,21844.09,74479.0,17803.3,3011.0,5985.0,749.36,,749.3599999999999,53.78,,381.5013199800001,19610.0
海南省,2015,东部地区,3702.8,366.32,2015.99,39704.0,492.89,261.0,945.0,23.65,,23.65,3.23,1.88,65.35463163333334,1916.03
福建省,2015,东部地区,27307.47,13735.68,11638.95,68880.0,11008.7,1901.0,3984.0,805.72,1591.0,805.72,33.79,,234.4745259133333,11862.79
安徽省,2015,中部地区,22005.6,10838.34,10616.78,39692.0,8360.56,2034.2,6011.0,30.9,13404.0,55.21,48.0,,392.8482954266666,12301.23
山西省,2015,中部地区,12802.6,5219.7,5890.53,33593.0,4597.17,2457.5,3519.0,29.26,96680.0,118.3,112.06,43.08,1474.498788926667,19029.0
江西省,2015,中部地区,16723.8,8367.65,6698.77,36724.0,7026.22,982.0,4485.0,178.31,2270.7,191.98,52.81,0.35,170.4058129,8423.44
河南省,2015,中部地区,36798.2,17141.3,15641.34,38042.0,15823.33,2615.0,9701.0,110.16,13548.0,124.75,114.43,4.19,537.0660642733334,22343.0
湖北省,2015,中部地区,29550.2,13569.49,13664.58,52021.0,11677.26,2341.0,5850.0,1328.47,860.0,1347.02,55.14,1.35,252.87707376,15477.0
湖南省,2015,中部地区,28538.6,12665.72,13124.97,43155.0,10458.8,1314.0,6615.0,572.52,3559.0,601.24,59.55,,250.5157670133333,14514.0
云南省,2015,西部地区,13717.9,5491.69,7389.0,28806.0,4044.54,2553.0,4663.0,2177.57,5184.0,2275.53,58.37,,178.6513173266666,10424.69
内蒙古,2015,西部地区,18032.8,5269.54,6049.24,52972.0,4121.2,3928.77,2440.0,36.42,91000.0,501.29,123.09,9.24,753.7999418933337,18783.7
四川省,2015,西部地区,30103.1,13192.45,13488.6,37150.0,10735.01,3130.0,8196.0,2667.64,6406.0,2678.95,71.76,267.22,253.5840695666666,18306.0
宁夏,2015,西部地区,2911.8,1116.78,1225.78,37885.3,874.72,1154.74,683.5625,15.53,7975.8,136.82,35.76,,193.3784904733333,5438.0
广西,2015,西部地区,16803.1,7694.74,6542.41,30890.0,6338.28,1300.0,4811.0,749.31,425.0,755.5999999999999,39.0,0.16,173.2260292266667,9805.66
新疆,2015,西部地区,9324.8,3616.94,4208.97,40036.0,2770.9,2479.0,2385.0,209.05,15221.0,416.26,77.83,293.02,379.0918000733333,15666.0
甘肃省,2015,西部地区,6790.3,2494.77,3341.01,26165.0,1778.1,1139.45,2523.0,270.96,4390.27,456.78,57.06,1.21,176.5753007666667,7488.5
西藏,2015,西部地区,1026.4,376.19,553.31,31999.0,73.5,45.0,330.0,39.51,,42.12,0.54,,,
贵州省,2015,西部地区,10887.14,4026.71,5218.45,29484.0,3195.95,1815.0,3708.0,789.22,17205.0,828.22,85.3,0.93,327.5703885133333,9344.21
重庆市,2015,西部地区,16305.9,7208.01,8030.17,53348.0,5621.47,644.64,3070.0,229.44,3562.0,231.53,49.58,69.31,139.1925612666666,6924.77
陕西省,2015,西部地区,18188.26,8664.6,7923.92,47408.0,7103.3,1594.11,3846.0,134.26,52224.16,170.2,73.5,415.92,529.3634789333335,11715.85
青海省,2015,西部地区,2417.1,761.13,1040.96,34883.0,516.4,537.0,577.0,364.33,805.0,435.92,15.08,61.37,44.05121630666667,4124.97
吉林省,2016,东北地区,10427.0,3901.42,5395.53,40259.0,3148.21,760.0,2567.0,82.42,1684.0,,14.4,19.77,214.1832324133333,6885.7
辽宁省,2016,东北地区,20392.5,7865.7,10685.6,47069.0,6617.5,1731.5,4327.0,348.37,4082.1,348.37,50.8,5.4,508.94331232,20847.1
黑龙江,2016,东北地区,12280.9,3689.7,5839.9,35128.0,3367.3,900.0,3463.0,16.87,5890.0,,21.86,38.04,365.3735831466667,11070.0
上海市,2016,东部地区,30963.87,8570.24,22279.29,125700.0,8045.54,807.0,2467.0,,,,6.5,2.02,158.2252263866667,11241.73
北京市,2016,东部地区,24899.3,4665.8,22245.7,118198.0,3635.5,434.0,2195.0,12.29,318.0,,1.5,21.68,74.94444947387,6961.7
天津市,2016,东部地区,11487.01,4367.97,6950.58,79716.0,3773.04,618.0,1443.0,0.03,,,2.67,19.69,130.3522523266667,8078.28
山东省,2016,东部地区,67008.2,25565.0,28367.2,59239.0,21695.98,5329.0,9973.0,13.92,12818.0,,73.0,4.22,1096.719673912637,40137.9
广东省,2016,东部地区,83493.4,35499.24,44493.67,70799.0,32677.94,4170.0,11908.0,1198.7,,1198.7,25.56,79.25,506.8626115000001,31211.0
江苏省,2016,东部地区,76086.17,35041.53,38269.57,92658.0,30291.36,4667.73,8381.0,306.35,1367.91,306.35,57.01,1.33,653.1168446466667,31209.71
河北省,2016,东部地区,31827.9,12332.3,13059.3,43062.0,10755.9,2616.8,7375.0,22.26,6484.3,,55.18,7.78,614.5694730466668,31458.05
浙江省,2016,东部地区,48095.82,21571.25,24634.14,79781.0,18661.48,3198.0,6072.0,823.64,,823.64,26.84,,379.1765373527963,20275.6
海南省,2016,东部地区,4044.51,904.0,2261.51,43009.0,482.5,288.0,957.0,87.79,,87.79,1.34,1.37,62.25545202666667,1983.67
福建省,2016,东部地区,30199.17,14683.72,13370.35,75498.0,11711.98,2007.0,4016.0,1107.23,1384.0,1107.23,24.16,,217.1517393066666,12035.99
安徽省,2016,中部地区,26307.7,11517.48,12300.46,43686.0,8909.39,2253.0,6033.0,63.17,12236.0,,27.2,3.38,380.1773146818087,12662.89
山西省,2016,中部地区,12928.34,5113.62,6108.5,33972.0,4441.22,2510.5,3514.0,37.5,83044.0,,49.59,43.22,1433.114433373333,18974.0
江西省,2016,中部地区,18364.4,8732.52,7861.95,40400.0,7349.25,1085.0,4496.0,198.53,1557.0,,45.81,0.23,176.67199088,8730.1
河南省,2016,中部地区,40167.73,18140.64,17963.44,41242.0,15536.8,2622.5,9778.0,95.54,11905.0,,38.65,3.3,536.8387751689834,22323.0
湖北省,2016,中部地区,33353.0,14527.01,15419.53,56844.0,12480.47,2479.0,5885.0,1410.72,594.0,,21.78,1.31,253.98360879895,15897.0
湖南省,2016,中部地区,30853.45,12941.99,14995.88,46606.0,10540.12,1385.0,6625.0,621.51,2787.0,,30.92,,265.505298729077,14845.0
云南省,2016,西部地区,14896.95,5747.4,8396.1,31093.0,4087.54,2693.0,4677.0,2278.15,4587.0,,52.62,0.02,184.5370250039522,10725.95
内蒙古,2016,西部地区,18632.6,5579.77,6558.93,56560.0,4357.1,3949.81,2436.0,27.48,84558.88,,56.95,0.27,754.615166564893,19309.66
四川省,2016,西部地区,32680.5,13450.13,15787.75,40297.0,10790.93,3274.0,8251.0,2852.07,6165.0,,30.79,296.91,250.1385517266667,18755.8
宁夏,2016,西部地区,3150.06,1179.74,1360.65,40363.35,925.44,1144.38,694.6134,14.02,7069.32,,19.65,,189.7172342687633,5591.0
广西,2016,西部地区,18245.07,5621.0,7695.3,33340.0,6816.64,1347.0,4857.0,772.02,433.0,772.02,14.0,0.2,182.47862422,10110.15
新疆,2016,西部地区,9617.23,3446.1,4711.56,40564.0,2686.8,2719.0,2428.0,224.75,16073.0,,41.24,291.21,410.8532643133333,16302.0
甘肃省,2016,西部地区,7152.04,2491.53,3687.04,27396.0,1995.53,1214.0,2520.0,313.51,4254.0,,15.67,0.06,169.7165295,7299.93
西藏,2016,西部地区,1150.07,390.4,672.1,35184.0,91.6,54.0,340.0,48.78,,,0.35,,,
贵州省,2016,西部地区,12133.94,4468.73,5803.4,32505.0,3501.68,1904.0,3758.0,733.73,16851.0,,35.37,3.41,348.35636776,9605.8
重庆市,2016,西部地区,18271.14,7765.38,9268.78,59130.0,5896.16,670.81,3110.0,247.18,2437.0,,12.93,96.45,142.1818660159133,7099.71
陕西省,2016,西部地区,19354.63,8906.51,8752.02,50142.0,7226.93,1734.79,3874.0,125.14,51151.37,,25.02,411.91,590.0520346119168,12120.14
青海省,2016,西部地区,2572.5,867.68,1169.32,38968.0,597.37,553.0,582.0,300.85,787.0,,5.62,60.81,53.15164761666667,4101.36
吉林省,2017,东北地区,10922.0,3995.45,5831.19,42890.0,3235.24,760.0,2526.0,63.47,1639.0,,12.27,18.58,214.5174999266667,6881.4
辽宁省,2017,东北地区,21693.0,8328.9,11461.8,50221.0,7039.0,1805.7,4312.0,424.35,3611.0,424.35,39.0,5.1,515.6480892666667,21365.4
黑龙江,2017,东北地区,12659.5,3519.5,6174.8,36898.0,3226.1,954.0,3399.0,21.02,6196.0,,18.37,40.54,355.3259442333334,11258.0
上海市,2017,东部地区,34378.28,9525.89,24741.61,139400.0,8977.41,859.25,2466.0,,,,1.38,1.71,156.5780498333334,11381.85
北京市,2017,东部地区,28000.4,5049.4,24711.7,128994.0,3885.9,397.0,2194.0,11.25,255.0,,0.65,15.41,70.05599553469,7132.8
天津市,2017,东部地区,12468.25,4564.07,7735.22,87404.0,3942.48,638.0,1410.0,0.07,,,2.51,21.5,132.14512346,7831.72
山东省,2017,东部地区,72678.2,26925.59,31253.8,62993.0,22515.81,5775.0,10033.0,6.46,13160.0,,42.0,4.15,1101.796521666667,40097.7
广东省,2017,东部地区,93004.78,38537.0,50857.0,77346.0,35343.97,4517.0,12141.0,1189.83,,1189.83,18.73,89.23,533.1979271466668,32309.32
江苏省,2017,东部地区,85900.9,39124.11,42700.49,102202.0,33782.61,4812.5,8423.0,386.73,1278.47,386.73,41.07,2.94,645.0487202,31602.09
河北省,2017,东部地区,35964.0,12778.0,14732.8,45387.0,11015.7,2777.3,7409.0,15.56,6010.8,,43.31,7.39,541.9030583118732,32082.56
浙江省,2017,东部地区,53135.2,23246.72,27954.56,86808.0,20038.67,3259.0,6170.0,770.78,,770.78,19.05,6.14,401.44067626407,21030.01
海南省,2017,东部地区,4462.54,996.4,2538.35,46631.0,528.28,305.0,972.0,109.19,,109.19,0.97,1.1,60.75249310000001,2079.56
福建省,2017,东部地区,34432.17,16290.02,15927.03,85218.0,12864.85,2226.0,4065.0,1093.58,1130.0,1093.58,11.95,,232.9193275913333,12554.74
安徽省,2017,中部地区,29676.22,12681.24,14412.71,49092.0,9739.86,2456.28,6057.0,52.97,11700.0,,19.54,2.6,397.0163828283692,13018.71
山西省,2017,中部地区,14973.5,6635.33,7129.78,41242.0,5887.25,2765.5,3510.0,42.46,87221.0,,34.12,46.76,1521.407547233333,19581.0
江西省,2017,中部地区,20818.5,9444.6,8930.92,43424.0,7969.59,1128.82,4511.0,144.17,938.92,,31.72,0.21,179.0111195466666,8971.9
河南省,2017,中部地区,44586.54,20035.34,20411.91,45480.0,16741.4,2703.48,9829.0,101.23,11688.0,,13.98,2.98,557.6206413133871,22162.0
湖北省,2017,中部地区,37235.0,15713.86,17992.18,63169.0,13431.59,2615.46,5904.0,1499.39,315.5,,17.37,1.27,266.9344138908343,16180.0
湖南省,2017,中部地区,33828.11,13459.82,17369.89,51030.0,10709.81,1434.67,6633.0,597.37,1938.02,,27.59,,275.9675993519634,15200.0
云南省,2017,西部地区,16531.34,6317.82,9829.81,34221.0,4089.37,2955.06,4693.0,2493.43,4674.98,,38.44,0.04,198.2169980556174,11163.57
内蒙古,2017,西部地区,14898.05,5874.25,7374.03,61196.0,4671.95,4435.94,2433.0,20.11,90597.26,,37.81,0.19,765.0729431133333,19763.44
四川省,2017,西部地区,36980.2,14569.17,19073.46,45835.0,11437.8,3480.38,8289.0,3041.2,4798.51,,22.32,356.39,229.7610888,19229.0
宁夏,2017,西部地区,3453.93,1405.99,1543.67,45728.35,1129.22,1380.94,705.0784,15.45,7643.59,,14.81,,226.23797925305,6461.0
广西,2017,西部地区,20396.25,6138.25,8774.13,36441.0,7663.71,1468.0,4907.0,841.07,443.0,841.07,11.0,0.21,193.853496,10456.02
新疆,2017,西部地区,10920.09,4096.18,5511.85,44941.0,3266.1,3037.0,2480.0,244.12,17782.0,,33.69,307.04,452.2648373,17386.0
甘肃省,2017,西部地区,7677.0,2515.75,3961.24,29103.0,2020.5,1303.0,2522.0,350.58,3738.0,,13.13,0.6,173.9867651284963,7503.63
西藏,2017,西部地区,1310.63,469.6,761.2,39267.0,110.1,59.0,349.0,51.14,,,0.3,,,466.22
贵州省,2017,西部地区,14067.28,4970.85,7064.16,37210.0,3821.4,1899.1,3803.0,699.91,16300.0,,35.89,4.15,340.3387952763334,9845.6
重庆市,2017,西部地区,20260.84,8455.02,10529.73,64793.0,6202.38,690.51,3144.0,250.99,1194.2,,12.24,111.31,127.7745014,7251.59
陕西省,2017,西部地区,21776.08,10114.06,9920.95,55994.0,8232.88,1781.39,3904.0,140.15,56959.93,,18.58,419.4,637.834905463546,12548.52
青海省,2017,西部地区,2642.8,975.67,1251.03,42211.0,683.16,615.0,586.0,328.14,842.0,,5.03,64.01,48.683126683,4193.1
吉林省,2018,东北地区,11253.81,4051.52,6041.58,44925.0,3287.16,869.0,2484.0,63.4,1620.0,,8.96,18.35,193.8715033666667,7000.4
辽宁省,2018,东北地区,23510.5,9049.0,12441.0,54657.0,7728.7,1898.0,4291.0,526.17,3375.9,526.17,30.0,5.7,560.6579574933332,22321.4
黑龙江,2018,东北地区,13205.7,3536.0,6668.6,39268.0,3266.7,1047.0,3327.0,26.2,6133.0,,14.61,43.54,338.7876926666666,11435.9
上海市,2018,东部地区,37769.09,10360.78,27303.53,152900.0,9763.48,848.0,2475.0,,,,1.11,14.54,151.47447972,11453.73
北京市,2018,东部地区,33106.0,5477.4,27508.1,140211.0,4139.9,451.0,2192.0,9.91,176.0,,0.27,17.28,71.87771256533334,7269.8
天津市,2018,东部地区,13411.12,4835.31,8400.51,96034.0,4276.91,725.0,1383.0,0.15,,,1.9,33.94,138.3569735775033,7973.29
山东省,2018,东部地区,66648.87,27523.67,34174.68,66284.0,22613.01,5920.0,10077.0,393.69,12556.0,393.69,34.0,4.8,1220.026382546667,40580.5
广东省,2018,东部地区,101875.9,41398.0,56641.0,83201.0,37651.05,4716.0,12348.0,1248.77,,1248.77,15.1,102.5,557.27838396,33330.3
江苏省,2018,东部地区,93207.55,42129.37,46936.47,110508.0,36113.22,4933.54,8446.0,567.73,1245.78,567.73,30.66,9.97,644.9654677266666,31635.2
河北省,2018,东部地区,32494.6,12904.1,16252.0,43108.2,10930.3,3048.8,7426.0,10.54,5505.3,,34.32,6.15,595.2894520333334,32185.24
浙江省,2018,东部地区,59311.73,25308.13,32027.71,95333.0,21621.19,3355.0,6273.0,897.86,,897.86,13.73,,401.65882536,21674.56
海南省,2018,东部地区,4910.69,1053.14,2871.59,50263.0,582.04,325.0,982.0,114.13,,114.13,0.81,1.06,63.83220293333333,2170.23
福建省,2018,东部地区,39204.78,18847.75,17978.01,95984.0,14781.03,2479.0,4104.0,1080.75,941.0,1080.75,10.85,,254.1448223466666,13131.01
安徽省,2018,中部地区,34010.91,14094.44,17278.47,56063.0,10639.84,2741.0,6076.0,53.84,11412.0,,16.27,2.25,392.4285041066667,13294.71
山西省,2018,中部地区,15958.13,7074.46,8142.92,45517.0,6260.22,3087.6,3502.0,43.18,92634.0,,28.19,53.06,1650.131787406667,20199.0
江西省,2018,中部地区,21984.78,10250.21,9857.24,47434.0,8113.0,1286.0,4513.0,120.28,551.0,,24.94,0.17,183.3997879333333,9285.7
河南省,2018,中部地区,50273.48,21446.84,24515.52,51057.0,17323.4,3060.0,9864.0,143.95,11467.0,,12.27,2.9,498.1344360066667,22659.0
湖北省,2018,中部地区,42021.95,17573.87,20899.91,71097.0,14849.55,2817.0,5917.0,1465.49,119.0,,12.08,5.13,258.01571996,16682.0
湖南省,2018,中部地区,36329.68,13904.11,19341.39,54763.0,10785.57,1540.0,6635.0,535.75,1900.0,,22.94,,243.2461220133333,15544.0
云南省,2018,西部地区,20880.63,7267.5,11114.46,37136.0,4911.71,3242.0,4703.0,2695.31,4573.0,,36.47,,205.48207936,11590.02
内蒙古,2018,西部地区,16140.75,6335.38,8054.7,66491.0,5104.18,4961.16,2422.0,36.49,99101.53,,36.33,16.07,857.5732149133332,23068.47
四川省,2018,西部地区,42902.1,16056.9,22417.7,51658.0,12360.07,3693.0,8321.0,3162.67,3736.0,,19.17,369.8,255.3046704133333,19916.2
宁夏,2018,西部地区,3510.21,1488.13,1742.69,49627.81,1190.96,1662.64,709.5357,19.76,7840.09,,13.06,,235.9347280933333,7100.0
广西,2018,西部地区,19627.8,6692.9,9913.9,39837.0,6288.72,1732.0,4947.0,911.64,488.0,911.64,10.0,0.19,209.36892696,10823.39
新疆,2018,西部地区,12809.4,4657.2,6460.1,49475.0,3758.5,3306.0,2520.0,251.42,21352.0,,27.51,321.84,480.9460545133333,17694.0
甘肃省,2018,西部地区,8104.1,2761.6,4416.4,32178.0,2253.41,1540.0,2515.0,411.37,3630.0,,12.55,1.03,182.4964857333333,7822.54
西藏,2018,西部地区,1548.4,582.7,837.3,43398.0,127.0,69.0,354.0,57.28,,,0.35,,,
贵州省,2018,西部地区,15353.21,5506.24,7690.95,40271.0,4165.48,2021.0,3822.0,714.93,14335.0,,32.55,2.97,291.4494734733333,10035.92
重庆市,2018,西部地区,21866.81,8842.23,11645.9,69341.0,6268.1,772.07,3163.0,257.85,1177.0,,9.17,106.76,123.8038350266667,7452.72
陕西省,2018,西部地区,24354.82,11215.27,11309.36,62169.0,9088.1,1920.0,3931.0,137.01,62958.0,,14.72,442.89,576.34585536,12900.38
青海省,2018,西部地区,2748.0,1093.7,1386.2,46854.0,777.52,811.0,587.0,517.9,821.0,,4.65,64.05,49.05520486,4364.22
吉林省,2019,东北地区,11726.82,4134.82,6304.68,47554.0,3347.81,946.0,2448.0,66.76,1256.0,,9.84,19.82,197.7654407865333,7132.2
辽宁省,2019,东北地区,24855.3,9475.9,13201.4,58019.0,8052.2,1996.0,4277.0,580.32,3292.0,580.32,25.6,6.2,628.0281913666666,23749.5
黑龙江,2019,东北地区,13962.5,3668.0,7111.3,42426.0,3355.1,1057.2,3255.0,27.71,5195.0,,13.49,45.7,341.1395670333334,11613.9
上海市,2019,东部地区,40241.18,10317.07,29817.05,162400.0,9683.44,836.7,2481.0,,,,0.75,12.47,159.4973036066667,11696.47
北京市,2019,东部地区,35445.1,5667.4,29663.4,164220.0,4243.3,464.0,2190.0,10.19,36.0,,0.62,14.55,71.6408603222222,7360.3
天津市,2019,东部地区,14097.16,5016.89,8894.86,101858.0,4456.79,733.0,1385.0,0.12,,,1.78,34.9,137.7173358444444,8240.7
山东省,2019,东部地区,70540.48,28171.78,37251.71,69901.0,22755.13,5897.0,10106.0,604.32,11918.1,604.32,28.0,4.98,1244.7052188,41390.0
广东省,2019,东部地区,110468.05,43529.0,62589.0,88954.0,39222.02,5051.0,12489.0,1617.14,,1617.14,12.04,112.08,552.2894168611658,34141.89
江苏省,2019,东部地区,98656.82,43507.53,50852.05,116650.0,37225.68,5015.41,8469.0,697.61,1102.74,697.61,22.55,4.09,636.5820485866667,32525.97
河北省,2019,东部地区,34978.6,13393.7,18066.4,46348.0,11310.4,3298.0,7447.0,16.44,5075.0,,28.69,5.84,593.4303496666666,32788.19
浙江省,2019,东部地区,64631.98,26643.28,35902.01,102201.0,22736.59,3351.0,6375.0,1036.7,,1036.7,9.55,0.01,419.14662584,23428.06
海南省,2019,东部地区,5308.94,1099.04,3129.54,56507.0,597.86,346.0,995.0,133.22,,133.22,0.69,1.03,66.0966737656,2264.39
福建省,2019,东部地区,42479.11,19578.58,20305.01,103092.0,15214.71,2578.0,4137.0,1166.73,846.0,1166.73,12.1,,275.9733841666666,13906.69
安徽省,2019,中部地区,36845.49,14970.0,18959.52,60561.0,11181.67,2887.0,6092.0,51.09,10989.0,,15.1,2.12,398.9624709333332,13869.73
山西省,2019,中部地区,16961.61,7466.3,8669.97,48469.0,6582.71,3361.7,3497.0,49.07,98795.0,,22.86,82.55,1698.435650533334,20859.0
