Province,Year,Year imputed,Region imputed,Regional GDP imputed,Secondary industry value added imputed,Tertiary industry value added from Long imputed,Industrial value added from Long imputed,Total electricity generation imputed,Population imputed,Hydropower generation from Long imputed,Raw coal production from Long imputed,Non fossil electricity generation imputed,SO2 emissions imputed,Natural gas production from Long imputed,Total apparent CO2 emissions (mt) imputed
广西,2001,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2001,False,False,False,False,False,False,False,False,False,False,False,False,True,True
贵州省,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2002,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2002,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
海南省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
福建省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
安徽省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山西省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河南省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,True
贵州省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2002,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2003,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2003,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
福建省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
四川省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2003,False,False,False,False,False,False,False,False,False,False,False,False,True,True
贵州省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2003,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2004,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2004,False,False,False,False,False,False,False,False,True,True,True,False,False,False
山东省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2004,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,True
贵州省,2004,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2004,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2005,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2005,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
海南省,2005,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2005,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2005,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2005,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2005,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2005,False,False,False,False,False,False,False,False,False,False,False,False,True,True
贵州省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2005,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2006,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2006,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2006,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2006,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2006,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2006,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2006,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2007,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2007,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
江西省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2007,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2007,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2007,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2008,False,False,False,False,False,False,False,False,True,False,True,False,False,False
北京市,2008,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2008,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
海南省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
福建省,2008,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2008,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河南省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2008,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2008,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2008,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2008,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2009,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2009,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
江西省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2009,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2009,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2010,False,False,False,False,False,False,False,False,True,False,True,False,False,False
北京市,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山东省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
福建省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
江西省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2010,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2010,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2011,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2011,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2011,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2011,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
江西省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2011,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2011,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2012,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
天津市,2012,False,False,False,False,False,False,False,False,True,True,True,False,False,False
山东省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
海南省,2012,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
江西省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
新疆,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2012,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2012,False,False,False,False,False,False,False,False,False,False,False,False,True,False
重庆市,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2013,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2013,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2013,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2013,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False
北京市,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
