Province,Year,Year imputed,Region imputed,Regional GDP imputed,Secondary industry value added imputed,Tertiary industry value added from Long imputed,Industrial value added from Long imputed,Total electricity generation imputed,Population imputed,Hydropower generation from Long imputed,Raw coal production from Long imputed,Non fossil electricity generation imputed,SO2 emissions imputed,Natural gas production from Long imputed,Total apparent CO2 emissions (mt) imputed
河北省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False
海南省,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
安徽省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山西省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河南省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
内蒙古,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2014,False,False,False,False,False,False,False,False,False,True,False,False,False,True
贵州省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2015,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2015,False,False,False,False,False,False,False,False,False,True,False,False,True,False
海南省,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False
山西省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河南省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False
云南省,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False
内蒙古,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False
广西,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2015,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
辽宁省,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
上海市,2016,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
天津市,2016,False,False,False,False,False,False,False,False,False,True,True,False,False,False
山东省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
广东省,2016,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
浙江省,2016,False,False,False,False,False,False,False,False,False,True,False,False,True,False
海南省,2016,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2016,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山西省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
江西省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
河南省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖北省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖南省,2016,False,False,False,False,False,False,False,False,False,False,True,False,True,False
云南省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
内蒙古,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
四川省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
宁夏,2016,False,False,False,False,False,False,False,False,False,False,True,False,True,False
广西,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
甘肃省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
西藏,2016,False,False,False,False,False,False,False,False,False,True,True,False,True,True
贵州省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
重庆市,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
陕西省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
青海省,2016,False,False,False,False,False,False,False,False,False,False,True,False,False,False
吉林省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
辽宁省,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
上海市,2017,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
天津市,2017,False,False,False,False,False,False,False,False,False,True,True,False,False,False
山东省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
广东省,2017,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
浙江省,2017,False,False,False,False,False,False,False,False,False,True,False,False,False,False
海南省,2017,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2017,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山西省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
江西省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
河南省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖北省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖南省,2017,False,False,False,False,False,False,False,False,False,False,True,False,True,False
云南省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
内蒙古,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
四川省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
宁夏,2017,False,False,False,False,False,False,False,False,False,False,True,False,True,False
广西,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
甘肃省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
西藏,2017,False,False,False,False,False,False,False,False,False,True,True,False,True,True
贵州省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
重庆市,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
陕西省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
青海省,2017,False,False,False,False,False,False,False,False,False,False,True,False,False,False
吉林省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
辽宁省,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
上海市,2018,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
天津市,2018,False,False,False,False,False,False,False,False,False,True,True,False,False,False
山东省,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2018,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
浙江省,2018,False,False,False,False,False,False,False,False,False,True,False,False,True,False
海南省,2018,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2018,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山西省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
江西省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
河南省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖北省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖南省,2018,False,False,False,False,False,False,False,False,False,False,True,False,True,False
云南省,2018,False,False,False,False,False,False,False,False,False,False,True,False,True,False
内蒙古,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
四川省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
宁夏,2018,False,False,False,False,False,False,False,False,False,False,True,False,True,False
广西,2018,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
甘肃省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
西藏,2018,False,False,False,False,False,False,False,False,False,True,True,False,True,True
贵州省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
重庆市,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
陕西省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
青海省,2018,False,False,False,False,False,False,False,False,False,False,True,False,False,False
吉林省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
辽宁省,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
上海市,2019,False,False,False,False,False,False,False,False,True,True,True,False,False,False
北京市,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
天津市,2019,False,False,False,False,False,False,False,False,False,True,True,False,False,False
山东省,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
浙江省,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False
海南省,2019,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2019,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山西省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
江西省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
河南省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖北省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖南省,2019,False,False,False,False,False,False,False,False,False,False,True,False,True,False
云南省,2019,False,False,False,False,False,False,False,False,False,False,True,False,True,False
内蒙古,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
四川省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
宁夏,2019,False,False,False,False,False,False,False,False,False,False,True,False,True,False
广西,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
甘肃省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
西藏,2019,False,False,False,False,False,False,False,False,False,True,True,False,True,True
贵州省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
重庆市,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
陕西省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
青海省,2019,False,False,False,False,False,False,False,False,False,False,True,False,False,False
吉林省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
辽宁省,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
上海市,2020,False,False,False,False,False,False,False,False,True,False,True,False,False,False
北京市,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
天津市,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山东省,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
浙江省,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
福建省,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
山西省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
江西省,2020,False,False,False,False,False,False,False,False,False,False,True,False,True,False
河南省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖北省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
湖南省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
云南省,2020,False,False,False,False,False,False,False,False,False,False,True,False,True,False
内蒙古,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
四川省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
宁夏,2020,False,False,False,False,False,False,False,False,False,False,True,False,True,False
广西,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
甘肃省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
西藏,2020,False,False,False,False,False,False,False,False,False,False,True,False,True,True
贵州省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
重庆市,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
陕西省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
青海省,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False
吉林省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2021,False,False,False,False,False,False,False,False,True,False,False,False,False,False
北京市,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
天津市,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山东省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江苏省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False
海南省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
福建省,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山西省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False
内蒙古,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,True
贵州省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
陕西省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2021,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
辽宁省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
黑龙江,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
上海市,2022,False,False,False,False,False,False,False,False,True,True,False,False,False,False
北京市,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
天津市,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
山东省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广东省,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
江苏省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
河北省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
浙江省,2022,False,False,False,False,False,False,False,False,False,True,False,False,True,False
海南省,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
福建省,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False
安徽省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
山西省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
江西省,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False
河南省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖北省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
湖南省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
云南省,2022,False,False,False,False,False,False,False,False,False,False,False,False,True,False
内蒙古,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
四川省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
宁夏,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
广西,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
新疆,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
甘肃省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
西藏,2022,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
重庆市,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
陕西省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
青海省,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False
吉林省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
辽宁省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
黑龙江,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
上海市,2023,False,False,False,False,False,False,False,False,True,True,True,False,False,True
北京市,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True
天津市,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True
山东省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
广东省,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True
江苏省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
河北省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
浙江省,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,True
海南省,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True
福建省,2023,False,False,False,False,False,False,False,False,False,False,False,False,True,True
安徽省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
山西省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
江西省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
河南省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
湖北省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
湖南省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
云南省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
内蒙古,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
四川省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
宁夏,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
广西,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
新疆,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
甘肃省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
西藏,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
重庆市,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,True
陕西省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
青海省,2023,False,False,False,False,False,False,False,False,False,False,False,False,False,True
吉林省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
辽宁省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
黑龙江,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
上海市,2024,False,False,False,False,False,False,False,False,True,True,True,False,False,True
北京市,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True
天津市,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True
山东省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
广东省,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True
江苏省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
河北省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
浙江省,2024,False,False,False,False,False,False,False,False,False,True,False,False,True,True
海南省,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True
福建省,2024,False,False,False,False,False,False,False,False,False,False,False,False,True,True
安徽省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
山西省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
江西省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
河南省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
湖北省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
湖南省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
云南省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
内蒙古,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
四川省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
宁夏,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
广西,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
新疆,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
甘肃省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
西藏,2024,False,False,False,False,False,False,False,False,False,True,False,False,True,True
贵州省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
重庆市,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True
陕西省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
青海省,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,True
吉林省,2025,False,False,False,False,False,False,False,True,False,True,False,True,True,True
辽宁省,2025,False,False,False,False,False,True,True,True,True,False,True,True,False,True
黑龙江,2025,False,False,False,False,False,True,False,True,True,False,True,True,False,True
上海市,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
北京市,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
天津市,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
山东省,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
广东省,2025,False,False,False,False,False,True,False,True,True,True,True,True,True,True
江苏省,2025,False,False,False,False,False,True,True,True,True,True,True,True,True,True
河北省,2025,False,False,False,False,False,False,True,True,False,True,False,True,True,True
浙江省,2025,False,False,False,False,False,False,False,True,True,True,True,True,True,True
海南省,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
福建省,2025,False,False,False,False,False,False,False,True,False,False,False,True,True,True
安徽省,2025,False,False,False,False,False,False,False,True,True,False,True,True,True,True
山西省,2025,False,False,False,False,False,False,False,True,False,False,False,True,True,True
江西省,2025,False,False,False,False,False,False,False,True,True,True,True,True,True,True
河南省,2025,False,False,False,False,False,True,False,True,True,False,True,True,True,True
湖北省,2025,False,False,False,False,False,True,False,True,False,True,False,True,True,True
湖南省,2025,False,False,False,False,False,True,True,True,False,False,False,True,True,True
云南省,2025,False,False,False,False,False,False,True,True,False,True,False,True,True,True
内蒙古,2025,False,False,False,False,False,True,False,True,True,False,True,True,True,True
四川省,2025,False,False,False,False,False,False,False,True,True,False,True,True,False,True
宁夏,2025,False,False,False,False,False,False,False,True,True,True,True,True,True,True
广西,2025,False,False,False,False,False,False,False,True,False,False,False,True,True,True
新疆,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,True
甘肃省,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,True
西藏,2025,False,False,False,False,False,False,False,True,True,True,True,True,True,True
贵州省,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,True
重庆市,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
陕西省,2025,False,False,False,False,False,False,True,True,True,True,True,True,True,True
青海省,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,True
